id,title,description,link,image_link,availability,price,sale_price,brand,condition,gtin,mpn,identifier_exists
862,Amerex 862 Heavy-Duty Rubber-Strap Bracket | 4.25–6.25″ Cylinder,"The Amerex 862 Heavy-Duty Rubber-Strap Bracket | 4.25–6.25″ Cylinder is engineered to securely retain extinguishers with 4.25–6.25"" cylinder diameters in demanding heavy-duty vehicle applications. It provides stable mounting and quick extinguisher access while helping prevent movement during transportation, vibration or equipment operation. Key Features Genuine Amerex bracket Heavy-duty steel construction Secure extinguisher retention Designed for quick emergency access Meets Amerex mounting requirements Suitable for commercial and industrial use Applications Service vehicles Marine vessels Mobile equipment Industrial machinery Fleet and transportation applications Specifications Manufacturer: Amerex Model: 862 Product type: Fire extinguisher mounting bracket Compatibility: extinguishers with 4.25–6.25"" cylinder diameters Application: Heavy-Duty Vehicle Shipping weight: 4 lb",https://teslafire.com/product/amerex-862-heavy-duty-rubber-strap-bracket-4-25-6-25″-cylinder/,https://teslafire.com/wp-content/uploads/2026/07/862.png,in_stock,78.78 USD,,Amerex,new,,862,
864,Amerex 864 Heavy-Duty Rubber-Strap Bracket | 6.5–8″ Cylinder,"The Amerex 864 Heavy-Duty Rubber-Strap Bracket | 6.5–8″ Cylinder is engineered to securely retain extinguishers with 6.5–8"" cylinder diameters in demanding heavy-duty vehicle applications. It provides stable mounting and quick extinguisher access while helping prevent movement during transportation, vibration or equipment operation. Key Features Genuine Amerex bracket Heavy-duty steel construction Secure extinguisher retention Designed for quick emergency access Meets Amerex mounting requirements Suitable for commercial and industrial use Applications Service vehicles Marine vessels Mobile equipment Industrial machinery Fleet and transportation applications Specifications Manufacturer: Amerex Model: 864 Product type: Fire extinguisher mounting bracket Compatibility: extinguishers with 6.5–8"" cylinder diameters Application: Heavy-Duty Vehicle Shipping weight: 6 lb",https://teslafire.com/product/amerex-864-heavy-duty-rubber-strap-bracket-6-5-8″-cylinder/,https://teslafire.com/wp-content/uploads/2026/07/864.png,in_stock,119.44 USD,,Amerex,new,,864,
861H,Amerex 861H Heavy-Duty Vehicle Bracket | 5 lb Extinguishers,"The Amerex 861H Heavy-Duty Vehicle Bracket | 5 lb Extinguishers is engineered to securely retain 5 lb Amerex extinguishers in demanding heavy-duty vehicle applications. It provides stable mounting and quick extinguisher access while helping prevent movement during transportation, vibration or equipment operation. Key Features Genuine Amerex bracket Heavy-duty steel construction Secure extinguisher retention Designed for quick emergency access Meets Amerex mounting requirements Suitable for commercial and industrial use Applications Service vehicles Marine vessels Mobile equipment Industrial machinery Fleet and transportation applications Specifications Manufacturer: Amerex Model: 861H Product type: Fire extinguisher mounting bracket Compatibility: 5 lb Amerex extinguishers Application: Heavy-Duty Vehicle Shipping weight: 2 lb",https://teslafire.com/product/amerex-861h-heavy-duty-vehicle-bracket-5-lb-extinguishers/,https://teslafire.com/wp-content/uploads/2026/07/861H-1.png,in_stock,51.04 USD,,Amerex,new,,861H,
811,Amerex 811 Heavy-Duty Vehicle Bracket | 20 lb CO₂ Extinguishers,"The Amerex 811 Heavy-Duty Vehicle Bracket | 20 lb CO₂ Extinguishers is engineered to securely retain 20 lb CO₂ extinguishers in demanding heavy-duty vehicle applications. It provides stable mounting and quick extinguisher access while helping prevent movement during transportation, vibration or equipment operation. Key Features Genuine Amerex bracket Heavy-duty steel construction Secure extinguisher retention Designed for quick emergency access Meets Amerex mounting requirements Suitable for commercial and industrial use Applications Service vehicles Marine vessels Mobile equipment Industrial machinery Fleet and transportation applications Specifications Manufacturer: Amerex Model: 811 Product type: Fire extinguisher mounting bracket Compatibility: 20 lb CO₂ extinguishers Application: Heavy-Duty Vehicle Shipping weight: 7.5 lb",https://teslafire.com/product/amerex-811-heavy-duty-vehicle-bracket-20-lb-co₂-extinguishers/,https://teslafire.com/wp-content/uploads/2026/07/811.png,in_stock,110.40 USD,,Amerex,new,,811,
812,Amerex 812 | 30 Lb Heavy-Duty Vehicle Bracket | 30 Lb  6″ Cylinder,"The Amerex 812 Heavy-Duty Vehicle Bracket | 6″ Cylinder is engineered to securely retain extinguishers with a 6"" cylinder diameter in demanding heavy-duty vehicle applications. It provides stable mounting and quick extinguisher access while helping prevent movement during transportation, vibration or equipment operation. Key Features Genuine Amerex bracket Heavy-duty steel construction Secure extinguisher retention Designed for quick emergency access Meets Amerex mounting requirements Suitable for commercial and industrial use Applications Service vehicles Marine vessels Mobile equipment Industrial machinery Fleet and transportation applications Specifications Manufacturer: Amerex Model: 812 Product type: Fire extinguisher mounting bracket Compatibility: extinguishers with a 6"" cylinder diameter Application: Heavy-Duty Vehicle Shipping weight: 5.5 lb",https://teslafire.com/product/amerex-812-heavy-duty-vehicle-bracket-6″-cylinder/,https://teslafire.com/wp-content/uploads/2026/07/812-1.png,in_stock,91.10 USD,,Amerex,new,,812,
810G,Amerex 810G Galvanized Heavy-Duty Bracket | 13.2 & 20 lb Extinguishers,"The Amerex 810G Galvanized Heavy-Duty Bracket | 13.2 & 20 lb Extinguishers is engineered to securely retain 13.2 and 20 lb extinguishers in demanding heavy-duty vehicle applications. It provides stable mounting and quick extinguisher access while helping prevent movement during transportation, vibration or equipment operation. Key Features Genuine Amerex bracket Heavy-duty steel construction Secure extinguisher retention Designed for quick emergency access Meets Amerex mounting requirements Suitable for commercial and industrial use Applications Service vehicles Marine vessels Mobile equipment Industrial machinery Fleet and transportation applications Specifications Manufacturer: Amerex Model: 810G Product type: Fire extinguisher mounting bracket Compatibility: 13.2 and 20 lb extinguishers Application: Heavy-Duty Vehicle Shipping weight: 6.5 lb",https://teslafire.com/product/amerex-810g-galvanized-heavy-duty-bracket-13-2-20-lb-extinguishers/,https://teslafire.com/wp-content/uploads/2026/07/AMEREX-BRACKETS-1-810G.png,in_stock,185.08 USD,,Amerex,new,,810G,
811G,Amerex 811G Galvanized Heavy-Duty Bracket | 30 lb Extinguishers,"The Amerex 811G Galvanized Heavy-Duty Bracket | 30 lb Extinguishers is engineered to securely retain 30 lb extinguishers in demanding heavy-duty vehicle applications. It provides stable mounting and quick extinguisher access while helping prevent movement during transportation, vibration or equipment operation. Key Features Genuine Amerex bracket Heavy-duty steel construction Secure extinguisher retention Designed for quick emergency access Meets Amerex mounting requirements Suitable for commercial and industrial use Applications Service vehicles Marine vessels Mobile equipment Industrial machinery Fleet and transportation applications Specifications Manufacturer: Amerex Model: 811G Product type: Fire extinguisher mounting bracket Compatibility: 30 lb extinguishers Application: Heavy-Duty Vehicle Shipping weight: 8 lb",https://teslafire.com/product/amerex-811g-galvanized-heavy-duty-bracket-30-lb-extinguishers/,https://teslafire.com/wp-content/uploads/2026/07/AMEREX-BRACKETS-2-811G.png,in_stock,209.32 USD,,Amerex,new,,811G,
859,Amerex 859 Heavy-Duty Dolly Cart | Class D Fire Extinguishers,The Amerex 859 heavy-duty dolly cart provides convenient transport for large hand-portable Class D fire extinguishers. Its rugged frame helps operators move heavy extinguishers to the hazard area while keeping the unit stable and accessible. Key Features Heavy-duty steel cart Designed for large Amerex Class D extinguishers Improves portability and response time Stable two-wheel configuration Genuine Amerex accessory Applications Machine shops Metal-processing facilities Foundries Industrial plants Laboratories Specifications Manufacturer: Amerex Model: 859 Product type: Heavy-duty extinguisher dolly cart Compatibility: Amerex large hand-portable Class D extinguishers Shipping weight: 12.5 lb,https://teslafire.com/product/amerex-859-heavy-duty-dolly-cart-class-d-fire-extinguishers/,https://teslafire.com/wp-content/uploads/2026/07/859.png,in_stock,580.73 USD,,Amerex,new,,859,
CH506B,Amerex CH506B Loaded Stream Anti-Freeze Charge | Model 240,The Amerex CH506B Loaded Stream Anti-Freeze Charge | Model 240 is a genuine Amerex recharge product intended for servicing Amerex Model 240 pressurized-water extinguisher. It is supplied for professional fire-extinguisher maintenance and recharge work performed by qualified personnel using the applicable Amerex service manual and equipment. Key Features Loaded-stream anti-freeze solution Factory-specified Amerex recharge material Compatible with Amerex Model 240 pressurized-water extinguisher Supports proper extinguisher performance For professional service use only Applications Licensed fire-extinguisher service companies Fire-protection maintenance facilities Commercial and industrial extinguisher recharge operations Specifications Manufacturer: Amerex Model: CH506B Product type: Fire extinguisher recharge agent Contents: loaded-stream anti-freeze solution Compatibility: Amerex Model 240 pressurized-water extinguisher Shipping weight: 10.5 lb,https://teslafire.com/product/amerex-ch506-loaded-stream-anti-freeze-charge-model-240/,https://teslafire.com/wp-content/uploads/2026/07/ch506.png,in_stock,350.91 USD,,Amerex,new,,CH506B,
CH530,Amerex CH530 Wet Chemical Recharge Agent | Model C260,The Amerex CH530 Wet Chemical Recharge Agent | Model C260 is a genuine Amerex recharge product intended for servicing Amerex Model C260 6-litre Class K extinguisher. It is supplied for professional fire-extinguisher maintenance and recharge work performed by qualified personnel using the applicable Amerex service manual and equipment. Key Features Wet chemical liquid recharge agent Factory-specified Amerex recharge material Compatible with Amerex Model C260 6-litre Class K extinguisher Supports proper extinguisher performance For professional service use only Applications Licensed fire-extinguisher service companies Fire-protection maintenance facilities Commercial and industrial extinguisher recharge operations Specifications Manufacturer: Amerex Model: CH530 Product type: Fire extinguisher recharge agent Contents: wet chemical liquid recharge agent Compatibility: Amerex Model C260 6-litre Class K extinguisher Shipping weight: 9 lb,https://teslafire.com/product/amerex-ch530-wet-chemical-recharge-agent-model-c260/,https://teslafire.com/wp-content/uploads/2026/07/ch530-1.png,in_stock,249.53 USD,,Amerex,new,,CH530,
CH670,Amerex CH670 Deionized Water Charge | 1.8 Gallon,The Amerex CH670 Deionized Water Charge | 1.8 Gallon is a genuine Amerex recharge product intended for servicing Amerex 1.75-gallon water-mist extinguishers. It is supplied for professional fire-extinguisher maintenance and recharge work performed by qualified personnel using the applicable Amerex service manual and equipment. Key Features 1.8 gallons of deionized water Factory-specified Amerex recharge material Compatible with Amerex 1.75-gallon water-mist extinguishers Supports proper extinguisher performance For professional service use only Applications Licensed fire-extinguisher service companies Fire-protection maintenance facilities Commercial and industrial extinguisher recharge operations Specifications Manufacturer: Amerex Model: CH670 Product type: Fire extinguisher recharge agent Contents: 1.8 gallons of deionized water Compatibility: Amerex 1.75-gallon water-mist extinguishers Shipping weight: 20 lb,https://teslafire.com/product/amerex-ch670-deionized-water-charge-1-8-gallon/,https://teslafire.com/wp-content/uploads/2026/07/CH-670-1.png,in_stock,119.83 USD,,Amerex,new,,CH670,
CH671,Amerex CH671 Deionized Water Charge | 2.5 Gallon,The Amerex CH671 Deionized Water Charge | 2.5 Gallon is a genuine Amerex recharge product intended for servicing Amerex 2.5-gallon water-mist extinguishers. It is supplied for professional fire-extinguisher maintenance and recharge work performed by qualified personnel using the applicable Amerex service manual and equipment. Key Features 2.5 gallons of deionized water Factory-specified Amerex recharge material Compatible with Amerex 2.5-gallon water-mist extinguishers Supports proper extinguisher performance For professional service use only Applications Licensed fire-extinguisher service companies Fire-protection maintenance facilities Commercial and industrial extinguisher recharge operations Specifications Manufacturer: Amerex Model: CH671 Product type: Fire extinguisher recharge agent Contents: 2.5 gallons of deionized water Compatibility: Amerex 2.5-gallon water-mist extinguishers Shipping weight: 22 lb,https://teslafire.com/product/amerex-671-2-deionized-water-charge-2-5-gallon/,https://teslafire.com/wp-content/uploads/2026/07/671-2.png,in_stock,121.19 USD,,Amerex,new,,CH671,
CH550,Amerex CH550 ABC Dry Chemical Recharge Agent | 50 lb Pail,The Amerex CH550 ABC Dry Chemical Recharge Agent | 50 lb Pail is a genuine Amerex recharge product intended for servicing compatible Amerex ABC extinguishers. It is supplied for professional fire-extinguisher maintenance and recharge work performed by qualified personnel using the applicable Amerex service manual and equipment. Key Features 50 lb pail of abc dry chemical Factory-specified Amerex recharge material Compatible with compatible Amerex ABC extinguishers Supports proper extinguisher performance For professional service use only Applications Licensed fire-extinguisher service companies Fire-protection maintenance facilities Commercial and industrial extinguisher recharge operations Specifications Manufacturer: Amerex Model: CH550 Product type: Fire extinguisher recharge agent Contents: 50 lb pail of ABC dry chemical Compatibility: compatible Amerex ABC extinguishers Shipping weight: 52.5 lb,https://teslafire.com/product/amerex-ch550-abc-dry-chemical-recharge-agent-50-lb-pail/,https://teslafire.com/wp-content/uploads/2026/07/Ch550.png,in_stock,347.23 USD,,Amerex,new,,CH550,
CH555,Amerex CH555 ABC Dry Chemical Recharge Agent | 50 lb Pail,The Amerex CH555 ABC Dry Chemical Recharge Agent | 50 lb Pail is a genuine Amerex recharge product intended for servicing designated compatible Amerex ABC extinguishers. It is supplied for professional fire-extinguisher maintenance and recharge work performed by qualified personnel using the applicable Amerex service manual and equipment. Key Features 50 lb pail of abc dry chemical Factory-specified Amerex recharge material Compatible with designated compatible Amerex ABC extinguishers Supports proper extinguisher performance For professional service use only Applications Licensed fire-extinguisher service companies Fire-protection maintenance facilities Commercial and industrial extinguisher recharge operations Specifications Manufacturer: Amerex Model: CH555 Product type: Fire extinguisher recharge agent Contents: 50 lb pail of ABC dry chemical Compatibility: designated compatible Amerex ABC extinguishers Shipping weight: 52.5 lb,https://teslafire.com/product/amerex-ch555-abc-dry-chemical-recharge-agent-50-lb-pail/,https://teslafire.com/wp-content/uploads/2026/07/CH555-1.png,in_stock,521.89 USD,,Amerex,new,,CH555,
CH515,Amerex CH515 Purple K Recharge Agent | 50 lb Pail,The Amerex CH515 Purple K Recharge Agent | 50 lb Pail is a genuine Amerex recharge product intended for servicing compatible Amerex Purple K extinguishers. It is supplied for professional fire-extinguisher maintenance and recharge work performed by qualified personnel using the applicable Amerex service manual and equipment. Key Features 50 lb pail of purple k dry chemical Factory-specified Amerex recharge material Compatible with compatible Amerex Purple K extinguishers Supports proper extinguisher performance For professional service use only Applications Licensed fire-extinguisher service companies Fire-protection maintenance facilities Commercial and industrial extinguisher recharge operations Specifications Manufacturer: Amerex Model: CH515 Product type: Fire extinguisher recharge agent Contents: 50 lb pail of Purple K dry chemical Compatibility: compatible Amerex Purple K extinguishers Shipping weight: 52.5 lb,https://teslafire.com/product/amerex-ch515-purple-k-recharge-agent-50-lb-pail/,https://teslafire.com/wp-content/uploads/2026/07/515.png,in_stock,613.20 USD,,Amerex,new,,CH515,
CH543,Amerex CH543 G-Plus Graphite Class D Recharge Agent | 35 lb,The Amerex CH543 G-Plus Graphite Class D Recharge Agent | 35 lb is a genuine Amerex recharge product intended for servicing compatible Class D extinguishers. It is supplied for professional fire-extinguisher maintenance and recharge work performed by qualified personnel using the applicable Amerex service manual and equipment. Key Features 35 lb of g-plus graphite class d powder Factory-specified Amerex recharge material Compatible with compatible Class D extinguishers Supports proper extinguisher performance For professional service use only Applications Licensed fire-extinguisher service companies Fire-protection maintenance facilities Commercial and industrial extinguisher recharge operations Specifications Manufacturer: Amerex Model: CH543 Product type: Fire extinguisher recharge agent Contents: 35 lb of G-Plus graphite Class D powder Compatibility: compatible Class D extinguishers Shipping weight: 42.5 lb,https://teslafire.com/product/amerex-ch543-g-plus-graphite-class-d-recharge-agent-35-lb/,https://teslafire.com/wp-content/uploads/2026/07/543.png,in_stock,394.50 USD,,Amerex,new,,CH543,
CH545,Amerex CH545 Super D Sodium Chloride Recharge Agent | 50 lb,The Amerex CH545 Super D Sodium Chloride Recharge Agent | 50 lb is a genuine Amerex recharge product intended for servicing Amerex B570X and 680 Class D extinguishers. It is supplied for professional fire-extinguisher maintenance and recharge work performed by qualified personnel using the applicable Amerex service manual and equipment. Key Features 50 lb of super d sodium chloride powder Factory-specified Amerex recharge material Compatible with Amerex B570X and 680 Class D extinguishers Supports proper extinguisher performance For professional service use only Applications Licensed fire-extinguisher service companies Fire-protection maintenance facilities Commercial and industrial extinguisher recharge operations Specifications Manufacturer: Amerex Model: CH545 Product type: Fire extinguisher recharge agent Contents: 50 lb of Super D sodium chloride powder Compatibility: Amerex B570X and 680 Class D extinguishers Shipping weight: 52.5 lb,https://teslafire.com/product/amerex-ch545-super-d-sodium-chloride-recharge-agent-50-lb/,https://teslafire.com/wp-content/uploads/2026/07/Amerex-545.png,in_stock,611.32 USD,,Amerex,new,,CH545,
CH548,Amerex CH548 Copper Class D Recharge Agent | 50 lb,The Amerex CH548 Copper Class D Recharge Agent | 50 lb is a genuine Amerex recharge product intended for servicing Amerex C571 and 681 Class D extinguishers. It is supplied for professional fire-extinguisher maintenance and recharge work performed by qualified personnel using the applicable Amerex service manual and equipment. Key Features 50 lb of copper class d powder Factory-specified Amerex recharge material Compatible with Amerex C571 and 681 Class D extinguishers Supports proper extinguisher performance For professional service use only Applications Licensed fire-extinguisher service companies Fire-protection maintenance facilities Commercial and industrial extinguisher recharge operations Specifications Manufacturer: Amerex Model: CH548 Product type: Fire extinguisher recharge agent Contents: 50 lb of copper Class D powder Compatibility: Amerex C571 and 681 Class D extinguishers Shipping weight: 54 lb,https://teslafire.com/product/amerex-ch548-copper-class-d-recharge-agent-50-lb/,https://teslafire.com/wp-content/uploads/2026/07/Amerex-545.png,in_stock,1985.38 USD,,Amerex,new,,CH548,
UBRK-1052,2.5lb Universal Quick Release Vehicle Bracket,"Secure your 2.5lb fire extinguisher safely in your vehicle with this durable spring clip bracket. Designed for easy installation and quick access in emergencies. Key Features: Compatibility: Fits 2.5lb fire extinguishers Durable Design: Securely holds the extinguisher even on rough terrain Easy Access: Quick-release spring clip for fast removal during emergencies Versatile Use: Ideal for vehicles, boats, and other mobile applications",https://teslafire.com/product/2-5lb-fire-extinguisher-spring-clip-vehicle-bracket/,https://teslafire.com/wp-content/uploads/2025/02/2.5lb-Fire-Extinguisher-Spring-Clip-Vehicle-Bracket.jpg,in_stock,33.99 USD,,Tesla Fire Systems,new,,UBRK-1052,
5BRK-1054,5Lb Universal Quick Release Vehicle Bracket,"Keep your 5lb fire extinguisher secure and easily accessible with this spring-loaded vehicle bracket from Tesla Fire Products. Designed for quick installation and rapid release during emergencies. Key Features: Compatibility: Fits 5lb fire extinguishers Spring-Loaded Design: Ensures secure hold and quick access Durable Construction: Built to withstand rough terrains and vibrations Versatile Use: Ideal for vehicles, boats, and other mobile applications",https://teslafire.com/product/5lb-fire-extinguisher-spring-clip-vehicle-bracket/,https://teslafire.com/wp-content/uploads/2025/02/2.5lb-Fire-Extinguisher-Spring-Clip-Vehicle-Bracket.jpg,in_stock,33.99 USD,,Tesla Fire Systems,new,990312860389,5BRK-1054,
